"Class","Family","File","Line","Priority","Details","Snippet"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGameInven.cpp","118","-","numeric-only dynamic SQL (not injectable): SELECT UserMoney, ChaStorage2, ChaStorage3, ChaSto | exec:Y;esc:N","_snprintf( szTemp, 128, ""SELECT UserMoney, ChaStorage2, ChaStorage3, ChaStorage4 FROM UserInven WHERE UserNum=%u"", pChaD"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGameInven.cpp","216","-","numeric-only dynamic SQL (not injectable): SELECT UserInven.UserInven FROM UserInven where (U | exec:Y;esc:N","_snprintf( szTemp, 128, ""SELECT UserInven.UserInven FROM UserInven where (UserNum=%u)"", dwUserNum );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGameInven.cpp","270","-","placeholder stmt: {call GetInvenCount(%u,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call GetInvenCount(%u,?)}"", dwUserNum );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGameInven.cpp","294","-","placeholder stmt: {call MakeUserInven(%d,%u,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call MakeUserInven(%d,%u,?)}"", SGNum, dwUserNum );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGameInven.cpp","333","-","numeric-only dynamic SQL (not injectable): {call UpdateUserMoney(%u,%I64d)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call UpdateUserMoney(%u,%I64d)}"", dwUserNum, llMoney );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGameInven.cpp","346","-","placeholder stmt: UPDATE UserInven SET UserInven = ? WHERE (UserNum= | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE UserInven SET UserInven = ? WHERE (UserNum=%u)"", dwUserNum );"
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcGameInven.cpp","365","-","bound-parameter mechanism","sReturn = ::SQLBindParameter(pConn->hStmt,"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGameInven.cpp","419","-","placeholder stmt: {call sp_UpdateUserMoneyAdd(%u,%I64d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdateUserMoneyAdd(%u,%I64d,?)}"", dwUserID, lnUserMoney );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGameInven.cpp","435","-","numeric-only dynamic SQL (not injectable): SELECT UserMoney FROM UserLastInfo WHERE UserNum=% | exec:Y;esc:N","_snprintf( szTemp, 128, ""SELECT UserMoney FROM UserLastInfo WHERE UserNum=%u"", dwUserID );"
"VULNERABLE","printf","Lib_Network\s_COdbcGameInven.cpp","505","HIGH","Exec sp_InsertUserLastInfo %u, '%s' | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp2, 512, ""Exec sp_InsertUserLastInfo %u, '%s'"","
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","33","-","commented-out / in /* */ block","//strTemp << ""Update UserInven Set "";"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","54","-","commented-out / in /* */ block","//strTemp << "" WHERE UserNum="" << nUserNum;"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","81","-","commented-out / in /* */ block","//strTemp << ""Update ChaInfo Set ChaInvenLine="";"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","83","-","commented-out / in /* */ block","//strTemp << "" WHERE ChaNum="" << nChaNum;"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","113","-","commented-out / in /* */ block","//strTemp << ""SELECT UserMoney, ChaStorage2, ChaStorage3, ChaStorage4 FROM UserInven WHERE UserNum="" << pChaData2->m_dwU"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","212","-","commented-out / in /* */ block","//strTemp << ""SELECT UserInven.UserInven FROM UserInven where (UserNum="" <<  dwUserNum << "")"";"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","264","-","commented-out / in /* */ block","//strTemp << ""{call GetInvenCount("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","287","-","commented-out / in /* */ block","//strTemp << ""{call MakeUserInven("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","325","-","commented-out / in /* */ block","//strMoney << ""{call UpdateUserMoney("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGameInven.cpp","343","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInven SET UserInven = ? WHERE (UserNum="" <<  dwUserNum << "") "";"
"VULNERABLE","printf","Lib_Network\s_COdbcGamePet.cpp","53","HIGH","{call sp_InsertPet('%s',%d,%d,%d,%d,%d,%d,%d,%d,?) | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_InsertPet('%s',%d,%d,%d,%d,%d,%d,%d,%d,?)}"","
"VULNERABLE","printf","Lib_Network\s_COdbcGamePet.cpp","97","HIGH","{call sp_RenamePet(%d,%d,'%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_RenamePet(%d,%d,'%s',?)}"", nChaNum, nPetNum, szPetNameTemp );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","127","-","placeholder stmt: {call sp_UpdatePetChaNum(%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetChaNum(%d,%d,?)}"", nChaNum, nPetNum  );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","157","-","placeholder stmt: {call sp_UpdatePetColor(%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetColor(%d,%d,%d,?)}"", nChaNum, nPetNum, nPetColor );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","188","-","placeholder stmt: {call sp_UpdatePetStyle(%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetStyle(%d,%d,%d,?)}"", nChaNum, nPetNum, nPetStyle );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","219","-","placeholder stmt: {call sp_UpdatePetFull(%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetFull(%d,%d,%d,?)}"", nChaNum, nPetNum, nPetFull );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","247","-","placeholder stmt: {call sp_DeletePet(%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_DeletePet(%d,%d,?)}"", nChaNum, nPetNum );"
"PARAMETERIZED","concat/stream","Lib_Network\s_COdbcGamePet.cpp","275","-","placeholder stmt: UPDATE PetInfo SET PetInfo.PetPutOnItems=? WHERE ( | exec:N;esc:N","strPetInven << _T(""UPDATE PetInfo SET PetInfo.PetPutOnItems=? WHERE (PetNum="" <<  nPetNum << ""And PetChaNum="" << nChaNum"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","322","-","placeholder stmt: {call sp_UpdatePetInven(%d,%d,%d,%d,%d,%d,%d,%d,?) | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetInven(%d,%d,%d,%d,%d,%d,%d,%d,?)}"","
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGamePet.cpp","362","-","literal-only SQL (no interpolation): SELECT PetName, PetChaNum, PetType, PetMID, PetSID | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT PetName, PetChaNum, PetType, PetMID, PetSID, PetCardMID, PetCardSID, PetStyle, PetColor,"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGamePet.cpp","569","-","literal-only SQL (no interpolation): SELECT PetInvenMID, PetInvenSID, PetInvenAvailable | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT PetInvenMID, PetInvenSID, PetInvenAvailable """
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","660","-","placeholder stmt: {call sp_GetPetFull(%d,%u,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_GetPetFull(%d,%u,?)}"", nChaNum, dwPetNum );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcGamePet.cpp","689","-","literal-only SQL (no interpolation): SELECT PetNum, PetName, PetType, PetCardMID, PetCa | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT PetNum, PetName, PetType, PetCardMID, PetCardSID """
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","776","-","placeholder stmt: {call sp_RestorePet(%u,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_RestorePet(%u,%d,?)}"", dwPetNum, nChaNum );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","806","-","placeholder stmt: {call sp_UpdatePetSkin(%d,%u,%d,%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetSkin(%d,%u,%d,%d,%d,%d,?)}"","
"PARAMETERIZED","printf","Lib_Network\s_COdbcGamePet.cpp","832","-","placeholder stmt: {call sp_UpdatePetDualSkill(%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdatePetDualSkill(%d,%d,%d,?)}"", nChaNum, nPetNum, bDualSkill );"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","40","-","commented-out / in /* */ block","//strTemp << ""{call sp_InsertPet("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","91","-","commented-out / in /* */ block","//strTemp << ""{call sp_RenamePet("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","121","-","commented-out / in /* */ block","//strTemp << ""{call sp_UpdatePetChaNum("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","151","-","commented-out / in /* */ block","//strTemp << ""{call sp_UpdatePetColor("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","182","-","commented-out / in /* */ block","//strTemp << ""{call sp_UpdatePetStyle("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","213","-","commented-out / in /* */ block","//strTemp << ""{call sp_UpdatePetFull("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","242","-","commented-out / in /* */ block","//strTemp << ""{call sp_DeletePet("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","311","-","commented-out / in /* */ block","//strTemp << ""{call sp_UpdatePetInven("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","356","-","commented-out / in /* */ block","//strTemp << ""SELECT PetName, PetChaNum, PetType, PetMID, PetSID, PetCardMID, PetCardSID, PetStyle, PetColor, PetFull "";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","357","-","commented-out / in /* */ block","//strTemp << ""FROM PetInfo WHERE PetNum="" << dwPetNum;"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","527","-","commented-out / in /* */ block","//strPutOnItems << ""SELECT PetInfo.PetPutOnItems FROM PetInfo WHERE (PetNum="" <<  dwPetNum << "")"";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","562","-","commented-out / in /* */ block","//strTemp << ""SELECT PetInvenMID, PetInvenSID, PetInvenAvailable "";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","563","-","commented-out / in /* */ block","//strTemp << "" FROM PetInven WHERE PetNum="" << dwPetNum;"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","655","-","commented-out / in /* */ block","//strTemp << ""{call sp_GetPetFull("";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","683","-","commented-out / in /* */ block","//strTemp << ""SELECT PetNum, PetName, PetType, PetCardMID, PetCardSID "";"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","684","-","commented-out / in /* */ block","//strTemp << ""From PetInfo Where PetChaNum="" << nChaNum;"
"DEAD","concat/stream","Lib_Network\s_COdbcGamePet.cpp","770","-","commented-out / in /* */ block","//strTemp << ""{call sp_RestorePet("";"
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","23","MEDIUM","{call user_forgotpass('%s','%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call user_forgotpass('%s','%s',?)}"","
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","51","MEDIUM","{call user_changepass('%s','%s','%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call user_changepass('%s','%s','%s',?)}"","
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","85","MEDIUM","{call selchar_changepass('%s','%s','%s','%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call selchar_changepass('%s','%s','%s','%s',?)}"","
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","120","MEDIUM","{call selchar_changepin('%s','%s','%s','%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call selchar_changepin('%s','%s','%s','%s',?)}"","
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","138","MEDIUM","{call sp_ReqGameTimeConvert('%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call sp_ReqGameTimeConvert('%s',?)}"", strUserID.GetString() );"
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","169","MEDIUM","{call selchar_resetpin('%s','%s','%s','%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call selchar_resetpin('%s','%s','%s','%s',?)}"","
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","199","MEDIUM","{call selchar_topup('%s','%s','%s',?)} | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call selchar_topup('%s','%s','%s',?)}"","
"ESCAPED","printf","Lib_Network\s_COdbcGameWeb.cpp","238","MEDIUM","{call selchar_changemail('%s','%s','%s','%s','%s', | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 512, ""{call selchar_changemail('%s','%s','%s','%s','%s',?)}"","
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLog.cpp","24","-","numeric-only dynamic SQL (not injectable): {call log_serverstate(%d,%d,%d,%d)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call log_serverstate(%d,%d,%d,%d)}"", nUserNum, nUserMax, nSvrNum, nSGNum );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcLog.cpp","62","-","placeholder stmt: {call sp_LogItemRandom_Insert(%d,%d,%d,%d,%d,%d,%I | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_LogItemRandom_Insert(%d,%d,%d,%d,%d,%d,%I64d,%d,%d,%d,%d,%d,%d,%d,%d,?)}"","
"PARAMETERIZED","printf","Lib_Network\s_COdbcLog.cpp","89","-","placeholder stmt: {call sp_LogPetAction_Insert(%d,%d,%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_LogPetAction_Insert(%d,%d,%d,%d,%d,?)}"", _sLOG.nPetNum, _sLOG.nItemMID,"
"PARAMETERIZED","printf","Lib_Network\s_COdbcLog.cpp","101","-","placeholder stmt: {call sp_LogVehicleAction_Insert(%d,%d,%d,%d,%d,?) | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_LogVehicleAction_Insert(%d,%d,%d,%d,%d,?)}"", _sLOG.nVehicleNum, _sLOG.nItemMID,"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLog.cpp","139","-","numeric-only dynamic SQL (not injectable): {call sp_LogAction_Insert(%d,%d,%d,%d,%I64d,%d,%d, | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_LogAction_Insert(%d,%d,%d,%d,%I64d,%d,%d,%d)}"", _sLOG.m_nCHARID,"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLog.cpp","178","-","numeric-only dynamic SQL (not injectable): INSERT INTO LogAppeal (SGNum, ChaNum, ApNote) VALU | exec:Y;esc:N","_snprintf( szTemp, 128, ""INSERT INTO LogAppeal (SGNum, ChaNum, ApNote) VALUES (%d, %d)"","
"VULNERABLE","printf","Lib_Network\s_COdbcLog.cpp","223","HIGH","{call InsertLogHackProgram(%d,%d,%d,%d,%d,'%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 512, ""{call InsertLogHackProgram(%d,%d,%d,%d,%d,'%s',?)}"","
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","16","-","commented-out / in /* */ block","strTemp << ""{call log_serverstate("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","37","-","commented-out / in /* */ block","strTemp << ""{call sp_LogItemRandom_Insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","79","-","commented-out / in /* */ block","strTemp << ""{call sp_LogPetAction_Insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","127","-","commented-out / in /* */ block","strTemp << ""{call sp_LogAction_Insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","171","-","commented-out / in /* */ block","strTemp << ""INSERT INTO LogAppeal (SGNum, ChaNum, ApNote) VALUES ("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","213","-","commented-out / in /* */ block","strTemp << ""{call InsertLogHackProgram("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","249","-","commented-out / in /* */ block","strTemp << ""Insert Into LogChaDelete (SGNum, SvrNum, nUserNum, nChaNum) Values ("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLog.cpp","271","-","commented-out / in /* */ block","strTemp << ""{call log_serverstate("";"
"VULNERABLE","printf","Lib_Network\s_COdbcLogEvent.cpp","22","HIGH","{call sp_lottery_check('%s','%s','%s',%d,?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_lottery_check('%s','%s','%s',%d,?)}"","
"VULNERABLE","printf","Lib_Network\s_COdbcLogEvent.cpp","45","HIGH","{call sp_LogPungPung('%s','%s',%d,%d)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_LogPungPung('%s','%s',%d,%d)}"","
"VULNERABLE","printf","Lib_Network\s_COdbcLogEvent.cpp","71","HIGH","{call sp_PungPungCheck('%s',%d,?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_PungPungCheck('%s',%d,?)}"","
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLogEvent.cpp","89","-","numeric-only dynamic SQL (not injectable): Exec sp_UserAttendLog %d | exec:Y;esc:N","_snprintf( szTemp, 128, ""Exec sp_UserAttendLog %d"", nUserNum );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcLogEvent.cpp","162","-","placeholder stmt: {call sp_InsertAttendLog( %d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_InsertAttendLog( %d,%d,%d,?)}"","
"VULNERABLE","printf","Lib_Network\s_COdbcLogEvent.cpp","174","HIGH","{call sp_InsertItem('%s','%s',%d,%d,?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_InsertItem('%s','%s',%d,%d,?)}"","
"DEAD","concat/stream","Lib_Network\s_COdbcLogEvent.cpp","14","-","commented-out / in /* */ block","strTemp << ""{call sp_lottery_check("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLogEvent.cpp","37","-","commented-out / in /* */ block","strTemp << ""{call sp_LogPungPung("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLogEvent.cpp","65","-","commented-out / in /* */ block","strTemp << ""{call sp_PungPungCheck("";"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLogItem.cpp","58","-","numeric-only dynamic SQL (not injectable): {call sp_logitemexchange_insert(%d,%d,%d,%d,%d,%d, | exec:Y;esc:N","_snprintf( szTemp, 512, ""{call sp_logitemexchange_insert(%d,%d,%d,%d,%d,%d,%I64d,%d,%d,%d,"""
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLogItem.cpp","117","-","numeric-only dynamic SQL (not injectable): {call sp_logitemexchange_insert(%d,%d,%d,%d,%d, | exec:Y;esc:N","_snprintf( szTemp, 256, ""{call sp_logitemexchange_insert(%d,%d,%d,%d,%d,"""
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLogItem.cpp","176","-","numeric-only dynamic SQL (not injectable): {call sp_logitemexchange_insert(%d,%d,%d,%d,%d, | exec:Y;esc:N","_snprintf( szTemp, 256, ""{call sp_logitemexchange_insert(%d,%d,%d,%d,%d,"""
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcLogItem.cpp","232","-","literal-only SQL (no interpolation): SELECT MaxNum, NIDMain, NIDSub, MakeType FROM LogI | exec:Y;esc:N","_snprintf( szTemp, 128, ""SELECT MaxNum, NIDMain, NIDSub, MakeType FROM LogItemMax WITH (NOLOCK) WHERE """
"DEAD","concat/stream","Lib_Network\s_COdbcLogItem.cpp","25","-","commented-out / in /* */ block","strTemp << ""{call sp_logitemexchange_insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLogItem.cpp","84","-","commented-out / in /* */ block","strTemp << ""{call sp_logitemexchange_insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLogItem.cpp","143","-","commented-out / in /* */ block","strTemp << ""{call sp_logitemexchange_insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcLogItem.cpp","216","-","commented-out / in /* */ block","strTemp << ""SELECT MaxNum, NIDMain, NIDSub, MakeType FROM viewLogItemExchangeMax WHERE "";"
"DEAD","concat/stream","Lib_Network\s_COdbcLogItem.cpp","225","-","commented-out / in /* */ block","strTemp << ""SELECT MaxNum, NIDMain, NIDSub, MakeType FROM LogItemMax WITH (NOLOCK) WHERE "";"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcShop.cpp","25","-","literal-only SQL (no interpolation): SELECT Purkey, ItemMain, ItemSub FROM viewShopPurc | exec:Y;esc:N","_snprintf( szTemp, 128, ""SELECT Purkey, ItemMain, ItemSub FROM viewShopPurchase WHERE """
"VULNERABLE","printf","Lib_Network\s_COdbcShop.cpp","105","HIGH","{call sp_purchase_change_state('%s',%d,?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 256, ""{call sp_purchase_change_state('%s',%d,?)}"", strPurKey.GetString(), nFlag );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcShop.cpp","121","-","literal-only SQL (no interpolation): SELECT ProductNum, ItemMain, ItemSub, ItemMoney, I | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT ProductNum, ItemMain, ItemSub, ItemMoney, ItemStock, Category, ItemSec FROM ShopItemMap "
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcShop.cpp","204","-","literal-only SQL (no interpolation): SELECT ProductNum, ItemMain, ItemSub, ItemMoney, I | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT ProductNum, ItemMain, ItemSub, ItemMoney, Itemstock, ItemCtg, ItemSec FROM ShopItemMap W"
"VULNERABLE","printf","Lib_Network\s_COdbcShop.cpp","277","HIGH","{call sp_ItemMallBuy(%d,%d,%d,'%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_ItemMallBuy(%d,%d,%d,'%s',?)}"","
"PARAMETERIZED","printf","Lib_Network\s_COdbcShop.cpp","292","-","placeholder stmt: {call sp_GenerateTopUpCard(%d,%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_GenerateTopUpCard(%d,%d,%d,%d,?)}"","
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcShop.cpp","309","-","numeric-only dynamic SQL (not injectable): SELECT CardID, CardCODE FROM TopUp WHERE ID=%d | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT CardID, CardCODE FROM TopUp WHERE ID=%d"", dwID );"
"VULNERABLE","printf","Lib_Network\s_COdbcShop.cpp","366","HIGH","SELECT CardSTATUS, CardVALUE, UserTopUp FROM TopUp | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 256, ""SELECT CardSTATUS, CardVALUE, UserTopUp FROM TopUp WHERE CardID='%s'"", strCode.GetString() );"
"DEAD","concat/stream","Lib_Network\s_COdbcShop.cpp","19","-","commented-out / in /* */ block","//   strTemp << ""SELECT Purkey, ItemMain, ItemSub FROM viewShopPurchase WHERE "";"
"DEAD","concat/stream","Lib_Network\s_COdbcShop.cpp","99","-","commented-out / in /* */ block","//strTemp << ""{call sp_purchase_change_state("";"
"VULNERABLE","printf","Lib_Network\s_COdbcSMS.cpp","43","HIGH","{call sp_LogSms_Insert(%d,'',%d,'%s','%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 256, ""{call sp_LogSms_Insert(%d,'',%d,'%s','%s',?)}"","
"VULNERABLE","printf","Lib_Network\s_COdbcSMS.cpp","80","HIGH","{call UpdateChaFriendSms(%d,'%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call UpdateChaFriendSms(%d,'%s',?)}"", nChaNum, szPhoneNumber );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcSMS.cpp","109","-","numeric-only dynamic SQL (not injectable): SELECT ChaP, ChaS, ChaName, ChaFlag, ChaToPhone Fr | exec:Y;esc:N","_snprintf( szTemp, 128, ""SELECT ChaP, ChaS, ChaName, ChaFlag, ChaToPhone From viewChaFriendSms WHERE ChaP=%d"", nChaNum )"
"DEAD","concat/stream","Lib_Network\s_COdbcSMS.cpp","33","-","commented-out / in /* */ block","//strTemp << ""{call sp_LogSms_Insert("";"
"DEAD","concat/stream","Lib_Network\s_COdbcSMS.cpp","73","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaFriendSms("";"
"DEAD","concat/stream","Lib_Network\s_COdbcSMS.cpp","104","-","commented-out / in /* */ block","//strTemp << ""SELECT ChaP, ChaS, ChaName, ChaFlag, ChaToPhone From viewChaFriendSms "";"
"DEAD","concat/stream","Lib_Network\s_COdbcSMS.cpp","105","-","commented-out / in /* */ block","//strTemp << ""WHERE ChaP="" << nChaNum;"
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","326","-","bound-parameter mechanism","sReturn = ::SQLBindParameter("
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","341","-","bound-parameter mechanism","Print( _T(""ERROR:SQLBindParameter"") );"
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","424","-","bound-parameter mechanism","sReturn = ::SQLBindParameter("
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","439","-","bound-parameter mechanism","Print( _T(""ERROR:SQLBindParameter"") );"
"PARAMETERIZED","bind-call-3arg","Lib_Network\s_COdbcSupervisor.cpp","463","-","bound-parameter mechanism","int COdbcSupervisor::ExecuteSpInt( const TCHAR * szSP, const SP_PARAM * pParams, int nParamCount )"
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","493","-","bound-parameter mechanism","sReturn = ::SQLBindParameter("
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","507","-","bound-parameter mechanism","sReturn = ::SQLBindParameter("
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","523","-","bound-parameter mechanism","Print( _T(""ERROR:SQLBindParameter"") );"
"PARAMETERIZED","SQLBindParameter","Lib_Network\s_COdbcSupervisor.cpp","529","-","bound-parameter mechanism","sReturn = ::SQLBindParameter("
